test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.5806988352745425,0.5811738648947952,0.5508474576271186,0.8666666666666667,0.5919490586932448,0.6735751295336788
0.6089850249584027,0.6094186046511628,0.5711159737417943,0.87,0.6138648947951273,0.6895640686922062
0.562396006655574,0.5628792912513843,0.5389473684210526,0.8533333333333334,0.5716334440753046,0.6606451612903225
0.5574043261231281,0.5569047619047619,0.5363825363825364,0.8571428571428571,0.570282392026578,0.659846547314578
0.5940099833610649,0.5935437430786268,0.5607675906183369,0.8737541528239202,0.6124307862679955,0.6831168831168831
0.5707154742096506,0.5702380952380952,0.5454545454545454,0.8571428571428571,0.5779789590254707,0.6666666666666665
0.56,0.5599999999999999,0.5394736842105263,0.82,0.5709444444444445,0.6507936507936507
0.5766666666666667,0.5766666666666667,0.548936170212766,0.86,0.5838888888888889,0.6701298701298702
0.575,0.575,0.5496688741721855,0.83,0.5804444444444445,0.6613545816733069
0.5966666666666667,0.5966666666666667,0.5622317596566524,0.8733333333333333,0.6092166666666667,0.6840731070496084
