test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.610648918469218,0.6109579180509412,0.5800970873786407,0.7966666666666666,0.6869379844961241,0.6713483146067415
0.6089850249584027,0.6087153931339978,0.5829145728643216,0.770764119601329,0.6841638981173865,0.6638054363376252
0.6066666666666667,0.6066666666666667,0.5816326530612245,0.76,0.6654166666666667,0.6589595375722543
0.555,0.5549999999999999,0.5399515738498789,0.7433333333333333,0.6353111111111112,0.6255259467040674
0.6016666666666667,0.6016666666666667,0.575682382133995,0.7733333333333333,0.6674666666666667,0.6600284495021337
0.6433333333333333,0.6433333333333333,0.6091370558375635,0.8,0.7297722222222222,0.69164265129683
0.6166666666666667,0.6166666666666667,0.5833333333333334,0.8166666666666667,0.6865222222222223,0.6805555555555557
0.64,0.64,0.6,0.84,0.7003277777777778,0.7000000000000001
0.635,0.635,0.5975903614457831,0.8266666666666667,0.7294722222222223,0.6937062937062938
0.6133333333333333,0.6133333333333333,0.5817307692307693,0.8066666666666666,0.6858722222222222,0.675977653631285
