test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.56,0.56,0.5398230088495575,0.8133333333333334,0.6019666666666666,0.648936170212766
0.6083333333333333,0.6083333333333334,0.5720620842572062,0.86,0.6666333333333333,0.6870838881491345
0.54,0.54,0.526431718061674,0.7966666666666666,0.5752222222222222,0.6339522546419097
0.5466666666666666,0.5466666666666666,0.5309734513274337,0.8,0.5950222222222222,0.6382978723404255
0.5833333333333334,0.5833333333333334,0.5573394495412844,0.81,0.6385111111111111,0.6603260869565218
0.5883333333333334,0.5883333333333334,0.5587583148558758,0.84,0.6538055555555555,0.6711051930758988
0.5542570951585977,0.5538963210702341,0.5384615384615384,0.77,0.6040802675585285,0.6337448559670782
0.5976627712854758,0.5972352285395763,0.565121412803532,0.8533333333333334,0.6501560758082496,0.6799468791500665
0.5509181969949917,0.5513823857302118,0.5321888412017167,0.8294314381270903,0.620891861761427,0.6483660130718955
0.5776293823038398,0.5779877369007804,0.5537383177570093,0.7926421404682275,0.6189966555183947,0.6519944979367263
