rmse,mae
3.263869212151631,2.53629090538985
5.555844270295097,4.5516551270569785
1.3948900813847376,1.1278829852716785
6.569871608251062,5.113233779452697
2.564646749795297,1.9880119926054922
2.8982223977750174,2.220553965038557
3.2499658008261423,1.98971335508807
4.144862971151865,3.2145353645432353
3.9123740546316244,2.6612624091533417
