rmse,mae
2.995334928633113,2.333718005195954
5.064798255859395,4.179159104199858
1.1173249818089674,0.9177948198247999
5.998466142217647,4.676342850166313
2.311702962696327,1.784561190812377
2.684576934586681,2.0684973734847043
2.8910907997221638,1.8126652109057442
3.814955067576042,2.9707260818732477
3.3129077652992343,2.1306549337995513
