rmse,mae
3.504493690156639,2.717751299056425
6.024133569860611,4.9047652992829285
1.6260365751806192,1.2968892153628466
7.089505009331064,5.510731853451289
2.8032713036218264,2.1810096122878537
3.1025355021685983,2.364711021226843
3.562690975507595,2.1488137551132134
4.457983306745359,3.4445124259099393
4.442550865687071,3.242947421160681
