test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.7726495726495727,0.7725933891252512,0.7912087912087912,0.7397260273972602,0.8453702837907335,0.7646017699115044
0.7675213675213676,0.7675791294590677,0.7875457875457875,0.7337883959044369,0.8506942821076254,0.7597173144876327
0.7825342465753424,0.7825342465753424,0.8089887640449438,0.7397260273972602,0.8488693938825295,0.7728085867620751
0.7431506849315068,0.7431506849315068,0.7431506849315068,0.7431506849315068,0.8375457402889848,0.7431506849315068
0.7756849315068494,0.7756849315068494,0.7824561403508772,0.7636986301369864,0.8526576280728092,0.7729636048526863
0.7893835616438356,0.7893835616438356,0.794425087108014,0.7808219178082192,0.8545810658660162,0.7875647668393783
0.7808219178082192,0.7808219178082192,0.7928571428571428,0.7602739726027398,0.8689012948020266,0.7762237762237763
0.7722602739726028,0.7722602739726028,0.8045977011494253,0.7191780821917808,0.859624225933571,0.7594936708860759
0.7243150684931506,0.7243150684931507,0.7381818181818182,0.6952054794520548,0.8052812441358604,0.7160493827160493
0.7585616438356164,0.7585616438356164,0.7630662020905923,0.75,0.8479897729405141,0.7564766839378237
