test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.5831842576028623,0.5826868919610855,0.6854838709677419,0.3046594982078853,0.620852534562212,0.4218362282878412
0.6493738819320215,0.648905529953917,0.8120300751879699,0.3870967741935484,0.6871671786994368,0.5242718446601943
0.59391771019678,0.5934267793138761,0.7063492063492064,0.31899641577060933,0.6410586277521761,0.4395061728395061
0.5974955277280859,0.5980222734254992,0.7391304347826086,0.30357142857142855,0.6335701484895033,0.430379746835443
0.627906976744186,0.6283666154633897,0.7647058823529411,0.37142857142857144,0.6625000000000002,0.5
0.5867620751341681,0.58726318484383,0.6991869918699187,0.30714285714285716,0.6383000512032769,0.42679900744416877
0.5860215053763441,0.586021505376344,0.7068965517241379,0.2939068100358423,0.6274135738235633,0.41518987341772157
0.6164874551971327,0.6164874551971327,0.751937984496124,0.34767025089605735,0.6488418699656993,0.47549019607843135
0.600358422939068,0.600358422939068,0.6944444444444444,0.35842293906810035,0.6351986742205266,0.47281323877068554
0.589605734767025,0.5896057347670252,0.7083333333333334,0.3046594982078853,0.6497090222376383,0.42606516290726815
