test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.5719424460431655,0.5719424460431655,0.588495575221239,0.4784172661870504,0.6157807566896124,0.5277777777777778
0.5863309352517986,0.5863309352517985,0.6025641025641025,0.5071942446043165,0.6359207597950417,0.5507812499999999
0.6061151079136691,0.6061151079136691,0.6266094420600858,0.5251798561151079,0.649196470162,0.5714285714285713
0.5953237410071942,0.5953237410071942,0.606425702811245,0.5431654676258992,0.658331608094819,0.5730550284629982
0.6187050359712231,0.618705035971223,0.6352459016393442,0.5575539568345323,0.6567336059210186,0.5938697318007663
0.6061151079136691,0.6061151079136691,0.615686274509804,0.564748201438849,0.6580340044511154,0.5891181988742965
0.5899280575539568,0.5899280575539568,0.6068376068376068,0.5107913669064749,0.6393173231199213,0.5546875
0.6241007194244604,0.6241007194244604,0.6352941176470588,0.5827338129496403,0.6758319962734848,0.6078799249530957
0.6169064748201439,0.6169064748201438,0.623574144486692,0.5899280575539568,0.6654288080327105,0.6062846580406654
0.6169064748201439,0.6169064748201438,0.6348547717842323,0.5503597122302158,0.6578075668961233,0.5895953757225433
