test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.8735440931780366,0.8735326688815062,0.8783783783783784,0.8666666666666667,0.948560354374308,0.87248322147651
0.8885191347753744,0.888499446290144,0.8976109215017065,0.8766666666666667,0.9505315614617941,0.8870151770657674
0.8835274542429284,0.8835326688815062,0.8807947019867549,0.8866666666666667,0.9498726467331119,0.8837209302325582
0.8868552412645591,0.8868660022148394,0.8922558922558923,0.8803986710963455,0.9507308970099668,0.8862876254180602
0.8768718801996672,0.8768549280177187,0.8697068403908795,0.8870431893687708,0.9476578073089701,0.8782894736842105
0.8602329450915142,0.8602436323366556,0.8653198653198653,0.8538205980066446,0.9378017718715393,0.8595317725752508
0.8666666666666667,0.8666666666666667,0.8618421052631579,0.8733333333333333,0.9447111111111112,0.8675496688741722
0.885,0.885,0.9024390243902439,0.8633333333333333,0.9529666666666667,0.8824531516183987
0.8583333333333333,0.8583333333333334,0.8412698412698413,0.8833333333333333,0.9399444444444445,0.8617886178861788
0.8816666666666667,0.8816666666666666,0.9017543859649123,0.8566666666666667,0.94655,0.8786324786324787
