test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_roc_auc,test_f1
0.86,0.86,0.9029850746268657,0.8066666666666666,0.9237166666666667,0.852112676056338
0.8833333333333333,0.8833333333333333,0.9136690647482014,0.8466666666666667,0.9399166666666666,0.8788927335640138
0.9016666666666666,0.9016666666666666,0.9446494464944649,0.8533333333333334,0.9476000000000001,0.8966725043782837
0.8883333333333333,0.8883333333333333,0.9087719298245615,0.8633333333333333,0.9509166666666666,0.8854700854700854
0.8816666666666667,0.8816666666666666,0.9074733096085409,0.85,0.9508444444444445,0.8777969018932874
0.8916666666666667,0.8916666666666666,0.9467680608365019,0.83,0.9471611111111111,0.8845470692717584
0.8683333333333333,0.8683333333333334,0.8960573476702509,0.8333333333333334,0.9371833333333334,0.8635578583765113
0.8883333333333333,0.8883333333333333,0.9087719298245615,0.8633333333333333,0.9414666666666667,0.8854700854700854
0.8681135225375626,0.8681605351170568,0.8904593639575972,0.84,0.9372853957636567,0.8644939965694683
0.8914858096828047,0.8914325529542921,0.9178571428571428,0.8595317725752508,0.9459476031215162,0.8877374784110534
